Gtm,Date,Home,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,Thr,OppStart,pH,pR,pER,pUER,pBB,pSO,pHR,pHBP,pERA,pPit,pStr,pIR,pIS,pSB,pCS,pAB,p2B,p3B,pIBB,pSH,pSF,pROE,pGDP,TmStart
97,2023-07-20,False,ARI,ATL,0,36,33,5,6,0,1,3,5,2,0,15,1,0,0,0,0,1,0,0.258,0.327,0.428,0.755,4,R,S.Strider,8,7,7,0,1,5,4,0,4.52,122,77,0.0,0.0,0,1,31,2,1,0,0,0,0,0,Z.Gallen
98,2023-07-21,False,ARI,CIN,0,38,34,6,7,1,1,3,6,4,0,9,0,0,0,0,0,0,0,0.257,0.326,0.43,0.756,5,R,B.Lively,9,9,8,1,7,6,1,2,4.56,170,94,1.0,0.0,2,1,33,2,0,1,0,0,1,0,T.Henry
99,2023-07-22,False,ARI,CIN,0,32,30,2,5,3,0,1,2,1,0,8,0,1,0,0,0,0,1,0.256,0.325,0.429,0.754,3,L,B.Williamson,6,4,4,0,1,8,3,1,4.56,123,83,0.0,0.0,0,0,31,1,0,0,0,0,0,0,B.Pfaadt
100,2023-07-23,False,ARI,CIN,0,41,35,3,10,1,1,1,2,5,0,8,1,0,0,0,1,0,0,0.257,0.326,0.429,0.755,11,R,L.Weaver,13,7,7,0,2,5,2,0,4.59,110,76,3.0,1.0,0,2,33,1,0,0,0,0,0,1,J.Ruiz
101,2023-07-24,True,ARI,STL,0,44,36,6,10,1,0,1,6,5,0,7,1,1,1,1,0,0,0,0.257,0.327,0.429,0.755,11,R,A.Wainwright,12,10,10,0,5,3,2,0,4.64,157,100,3.0,3.0,0,0,36,2,0,0,0,1,0,2,R.Nelson
102,2023-07-25,True,ARI,STL,1,34,32,3,8,2,2,0,3,2,0,8,0,0,0,0,0,0,0,0.257,0.326,0.429,0.755,7,L,S.Matz,5,1,1,0,4,7,0,0,4.61,125,79,2.0,0.0,2,0,32,1,0,0,0,0,0,1,M.Kelly
103,2023-07-26,True,ARI,STL,0,45,41,7,15,4,1,2,7,3,0,8,0,0,1,0,0,2,0,0.258,0.327,0.432,0.759,11,R,J.Flaherty,15,11,11,0,3,9,5,0,4.67,154,103,1.0,1.0,0,0,40,2,0,0,0,0,0,1,Z.Gallen
104,2023-07-28,True,ARI,SEA,0,40,37,2,10,2,0,0,0,3,0,7,0,0,0,0,0,1,0,0.258,0.327,0.431,0.758,11,R,L.Gilbert,10,5,5,0,3,11,0,1,4.67,157,98,2.0,0.0,2,0,37,5,0,1,0,0,0,0,T.Henry
105,2023-07-29,True,ARI,SEA,1,33,30,4,9,1,1,0,4,3,0,2,0,0,0,0,2,2,0,0.259,0.327,0.43,0.758,5,R,B.Woo,10,3,3,0,2,10,1,0,4.66,153,102,4.0,0.0,1,0,34,0,1,0,0,2,0,1,B.Pfaadt
106,2023-07-30,True,ARI,SEA,0,31,29,0,3,0,0,0,0,1,0,12,1,0,0,1,0,0,0,0.257,0.326,0.428,0.754,4,R,L.Castillo,10,4,4,0,4,13,1,0,4.65,159,105,0.0,0.0,0,0,37,1,0,0,0,0,0,0,M.Kelly
107,2023-07-31,False,ARI,SFG,1,41,36,4,5,2,0,0,4,4,1,13,0,1,0,0,1,1,0,0.256,0.325,0.425,0.75,6,R,J.Junis,5,3,2,1,5,6,1,0,4.62,160,96,1.0,0.0,0,0,36,1,0,0,0,1,0,1,R.Nelson
108,2023-08-01,False,ARI,SFG,0,30,29,3,6,0,0,3,3,1,0,4,0,0,0,0,1,0,2,0.256,0.324,0.426,0.75,0,R,A.Cobb,9,4,4,0,2,8,2,1,4.62,125,76,1.0,0.0,0,0,31,1,0,0,0,0,0,2,Z.Gallen
109,2023-08-02,False,ARI,SFG,0,31,30,2,5,1,0,0,2,1,0,5,0,0,0,0,1,1,0,0.255,0.323,0.424,0.748,2,R,L.Webb,10,4,4,0,1,5,0,0,4.61,115,77,2.0,0.0,0,0,34,3,1,0,0,0,1,1,S.Cecconi
110,2023-08-03,False,ARI,SFG,0,34,31,0,6,0,0,0,0,3,0,7,0,0,0,0,2,1,0,0.255,0.323,0.422,0.745,7,L,S.Alexander,2,1,1,0,1,8,1,0,4.59,93,69,0.0,0.0,0,0,25,0,0,0,1,0,0,0,B.Pfaadt
111,2023-08-04,False,ARI,MIN,0,38,36,2,9,1,0,1,2,1,0,7,1,0,0,0,0,1,0,0.255,0.323,0.422,0.744,9,R,B.Ober,7,3,3,0,4,12,3,1,4.58,139,84,3.0,0.0,1,0,31,0,0,0,0,0,0,0,M.Kelly
112,2023-08-05,False,ARI,MIN,0,34,29,1,2,0,0,1,1,4,0,9,1,0,0,0,0,2,0,0.253,0.322,0.42,0.742,6,R,K.Maeda,17,12,12,0,1,13,4,0,4.65,152,98,0.0,0.0,0,0,40,2,1,0,0,1,0,0,R.Nelson
113,2023-08-06,False,ARI,MIN,0,42,36,3,11,2,0,1,3,6,0,5,0,0,0,0,2,8,0,0.254,0.323,0.42,0.743,12,L,D.Keuchel,6,5,5,0,4,10,2,1,4.66,123,76,0.0,0.0,1,0,27,1,0,0,0,0,0,2,Z.Gallen
114,2023-08-08,True,ARI,LAD,0,38,35,4,10,0,1,0,4,3,0,8,0,0,0,0,1,1,1,0.254,0.323,0.419,0.742,7,L,J.Urías,9,5,5,0,3,6,0,0,4.66,159,97,1.0,0.0,1,0,34,3,0,0,0,1,1,1,B.Pfaadt
115,2023-08-09,True,ARI,LAD,0,35,30,0,4,1,0,0,0,5,0,6,0,0,0,0,0,0,0,0.253,0.322,0.417,0.74,8,R,B.Miller,8,2,2,0,4,4,0,0,4.64,131,78,3.0,0.0,1,1,32,1,0,1,0,0,0,2,M.Kelly
116,2023-08-11,True,ARI,SDP,0,37,30,5,5,1,0,2,5,6,0,11,1,0,0,0,1,1,0,0.252,0.322,0.417,0.739,5,L,B.Snell,14,10,10,0,3,9,2,1,4.68,185,115,2.0,1.0,3,0,40,3,1,0,0,0,0,1,R.Nelson
117,2023-08-12,True,ARI,SDP,1,35,34,3,10,4,0,1,3,1,0,6,0,0,0,0,0,1,0,0.253,0.322,0.418,0.74,8,L,R.Hill,5,0,0,0,1,10,0,0,4.64,134,93,0.0,0.0,0,0,32,2,0,0,0,0,0,0,Z.Gallen
118,2023-08-13,True,ARI,SDP,1,35,31,5,10,0,1,2,5,2,1,7,1,0,1,0,1,0,0,0.253,0.323,0.419,0.742,6,R,S.Lugo,11,4,4,0,6,12,0,0,4.64,158,97,3.0,0.0,1,0,37,4,0,0,0,0,0,1,B.Pfaadt
119,2023-08-14,False,ARI,COL,0,33,32,4,5,3,0,1,4,1,0,11,0,0,0,0,0,0,0,0.252,0.321,0.419,0.74,2,R,C.Flexen,11,6,6,0,1,13,2,0,4.65,134,96,5.0,4.0,0,0,34,2,0,0,0,0,0,0,M.Kelly
120,2023-08-15,False,ARI,COL,1,43,39,8,14,2,0,1,7,3,0,2,1,0,0,0,1,1,0,0.253,0.322,0.419,0.742,8,L,T.Blach,10,5,5,0,2,7,1,0,4.66,140,93,0.0,0.0,1,0,36,3,1,0,0,0,0,0,J.Mantiply
121,2023-08-16,False,ARI,COL,1,41,33,9,12,1,1,2,9,6,0,3,1,0,1,0,1,1,1,0.254,0.324,0.421,0.745,5,L,A.Gomber,13,7,7,0,5,11,2,1,4.68,192,119,2.0,1.0,0,1,39,4,0,0,0,0,0,0,S.Cecconi
122,2023-08-17,False,ARI,SDP,1,33,29,3,3,1,0,2,3,2,0,7,1,1,0,0,0,0,0,0.253,0.323,0.421,0.743,3,L,R.Hill,3,1,1,0,3,9,0,0,4.64,145,86,0.0,0.0,0,0,30,2,0,0,0,0,0,0,Z.Gallen
123,2023-08-18,False,ARI,SDP,0,34,31,0,6,1,0,0,0,3,0,13,0,0,0,0,0,0,1,0.253,0.322,0.419,0.741,7,R,S.Lugo,4,4,4,0,4,5,1,1,4.64,129,81,0.0,0.0,0,1,26,1,0,0,1,0,1,0,B.Pfaadt
124,2023-08-19,False,ARI,SDP,1,41,34,6,9,1,1,1,6,5,0,12,0,1,1,0,0,1,0,0.253,0.323,0.419,0.742,8,R,M.Waldron,7,4,4,0,6,6,3,1,4.64,182,103,1.0,0.0,0,0,32,1,0,0,0,0,0,1,M.Kelly
125,2023-08-19,False,ARI,SDP,1,43,38,8,13,2,0,1,7,4,0,10,1,0,0,0,0,0,1,0.254,0.323,0.42,0.743,8,R,Y.Darvish,5,1,1,0,4,4,1,0,4.61,150,87,3.0,0.0,0,0,30,0,0,0,0,0,0,1,S.McGough
126,2023-08-21,True,ARI,TEX,1,39,36,4,7,2,0,1,4,3,2,8,0,0,0,0,3,0,0,0.253,0.323,0.419,0.742,5,L,J.Montgomery,5,3,2,1,2,10,1,0,4.58,159,111,1.0,0.0,2,0,38,2,0,1,0,0,0,0,J.Mantiply
127,2023-08-22,True,ARI,TEX,1,35,28,6,9,1,0,0,5,4,1,7,0,1,2,0,2,2,0,0.254,0.323,0.419,0.742,5,R,J.Gray,13,3,3,0,3,13,1,0,4.57,166,107,4.0,2.0,0,0,39,2,0,0,0,0,0,1,Z.Gallen
128,2023-08-24,True,ARI,CIN,1,36,33,3,10,0,0,1,3,3,0,6,0,0,0,0,1,0,0,0.254,0.324,0.418,0.742,9,L,B.Williamson,3,2,2,0,3,16,1,0,4.55,142,94,1.0,1.0,1,0,30,1,0,0,0,0,0,0,M.Kelly
129,2023-08-25,True,ARI,CIN,1,45,32,10,10,1,3,0,10,9,0,7,2,1,1,0,0,3,0,0.254,0.325,0.419,0.744,11,R,H.Greene,8,8,8,0,2,9,3,1,4.57,150,89,1.0,1.0,0,0,34,1,0,0,0,0,0,1,B.Pfaadt
130,2023-08-26,True,ARI,CIN,0,44,39,7,8,1,2,1,5,2,0,13,0,2,1,3,1,2,0,0.254,0.324,0.419,0.743,6,R,F.Cruz,13,8,6,2,6,9,1,0,4.58,205,120,3.0,0.0,3,0,44,4,1,0,0,0,0,2,Z.Davies
131,2023-08-27,True,ARI,CIN,1,35,28,5,8,1,1,1,5,5,0,7,0,0,2,0,1,2,0,0.254,0.325,0.42,0.744,6,R,G.Ashcraft,4,2,2,0,1,10,0,0,4.56,134,85,2.0,1.0,0,0,30,0,0,0,0,1,0,0,S.Cecconi
132,2023-08-28,False,ARI,LAD,0,36,34,4,8,3,0,1,4,2,0,6,0,0,0,0,1,0,0,0.254,0.324,0.42,0.744,5,R,B.Miller,11,7,7,0,5,4,4,0,4.58,143,77,1.0,0.0,0,0,34,0,0,0,0,0,0,1,Z.Gallen
133,2023-08-29,False,ARI,LAD,0,36,31,1,6,0,0,1,1,5,0,9,0,0,0,0,2,0,0,0.254,0.324,0.419,0.743,8,L,C.Kershaw,16,9,9,0,3,3,2,0,4.62,132,84,0.0,0.0,1,1,35,5,0,0,0,1,0,2,M.Kelly
134,2023-08-30,False,ARI,LAD,0,35,33,0,6,2,0,0,0,1,0,7,1,0,0,0,0,1,0,0.253,0.323,0.417,0.741,8,R,R.Pepiot,11,7,6,1,4,7,2,0,4.63,161,107,3.0,0.0,1,0,35,2,0,0,0,0,1,1,B.Pfaadt
135,2023-09-01,True,ARI,BAL,1,35,33,4,10,3,0,2,4,2,0,8,0,0,0,1,1,0,0,0.254,0.324,0.419,0.742,7,L,C.Irvin,8,2,2,0,1,10,0,1,4.61,130,82,1.0,0.0,1,0,34,3,0,0,0,0,0,0,Z.Davies
136,2023-09-02,True,ARI,BAL,0,36,31,3,5,1,0,1,3,4,0,11,1,0,0,0,1,0,0,0.253,0.323,0.418,0.741,6,R,K.Bradish,11,7,7,0,1,8,2,1,4.63,144,91,1.0,0.0,0,0,38,4,0,0,0,0,0,0,S.Cecconi
137,2023-09-03,True,ARI,BAL,0,37,36,5,9,1,0,3,4,1,0,10,0,0,0,0,1,0,0,0.253,0.323,0.419,0.741,5,R,J.Flaherty,14,8,8,0,4,8,0,0,4.65,180,112,3.0,3.0,1,1,40,3,0,0,0,0,0,0,Z.Gallen
138,2023-09-04,True,ARI,COL,1,31,30,4,6,2,1,0,4,1,0,7,0,0,0,0,0,0,0,0.253,0.322,0.418,0.74,3,R,P.Lambert,5,2,2,0,2,14,0,0,4.64,132,86,0.0,0.0,0,0,30,1,0,0,0,0,0,1,M.Kelly
139,2023-09-05,True,ARI,COL,0,35,31,2,6,2,1,0,2,3,0,4,0,0,1,0,1,0,0,0.252,0.322,0.417,0.739,6,L,K.Freeland,7,3,3,0,2,6,0,1,4.62,144,97,0.0,0.0,3,0,33,1,1,0,0,1,0,0,B.Pfaadt
140,2023-09-06,True,ARI,COL,1,44,35,12,13,4,0,2,12,5,0,9,4,0,0,0,2,0,0,0.253,0.323,0.419,0.742,8,R,C.Flexen,6,5,5,0,5,8,0,2,4.63,146,87,0.0,0.0,0,0,32,1,1,0,0,0,0,1,Z.Davies
141,2023-09-07,False,ARI,CHC,1,39,35,6,10,0,0,3,6,4,0,3,0,0,0,1,2,3,0,0.253,0.324,0.42,0.744,6,R,J.Assad,5,2,2,0,2,7,0,0,4.61,123,86,3.0,0.0,0,0,30,1,1,0,0,1,0,1,R.Nelson
142,2023-09-08,False,ARI,CHC,1,33,31,1,4,0,0,0,1,2,0,15,0,0,0,0,0,4,0,0.252,0.323,0.418,0.741,5,R,J.Taillon,3,0,0,0,1,9,0,1,4.57,107,71,,,0,2,28,0,0,0,0,0,0,0,Z.Gallen
143,2023-09-09,False,ARI,CHC,1,40,35,3,8,1,0,0,2,3,0,9,1,1,0,0,1,3,1,0.252,0.323,0.417,0.74,8,L,J.Steele,8,2,1,1,5,7,0,0,4.54,161,104,3.0,0.0,2,0,36,1,0,0,0,0,0,1,M.Kelly
144,2023-09-10,False,ARI,CHC,0,37,33,2,9,2,0,0,2,3,0,6,0,0,1,0,0,1,1,0.252,0.323,0.416,0.739,8,R,K.Hendricks,9,5,5,0,2,5,3,0,4.55,104,67,0.0,0.0,3,0,32,1,1,0,0,0,0,1,J.Mantiply
145,2023-09-11,False,ARI,NYM,1,39,35,4,10,2,0,1,4,3,0,7,0,0,1,0,1,0,0,0.253,0.323,0.417,0.739,8,L,J.Quintana,6,3,3,0,5,10,1,1,4.54,154,96,0.0,0.0,2,0,30,2,0,0,1,0,0,0,Z.Davies
146,2023-09-12,False,ARI,NYM,0,40,31,4,6,0,1,0,4,7,0,8,2,0,0,0,2,2,0,0.252,0.323,0.416,0.739,9,R,J.Buttó,13,7,7,0,3,9,3,1,4.56,146,96,2.0,0.0,1,0,36,3,1,0,0,1,0,0,R.Nelson
147,2023-09-13,False,ARI,NYM,0,36,32,1,6,1,0,0,1,4,0,2,0,0,0,0,1,1,0,0.252,0.323,0.414,0.737,8,L,J.Lucchesi,11,7,6,1,3,7,1,1,4.57,159,102,1.0,1.0,0,0,35,4,0,0,0,0,0,1,Z.Gallen
148,2023-09-14,False,ARI,NYM,0,33,31,1,4,1,0,0,1,2,0,13,0,0,0,0,0,0,0,0.251,0.322,0.413,0.735,5,R,K.Senga,10,11,10,1,6,8,2,0,4.62,163,107,1.0,1.0,0,0,34,3,0,0,0,0,0,0,M.Kelly
149,2023-09-15,True,ARI,CHC,1,35,31,6,8,1,0,2,6,3,0,8,0,1,0,0,0,0,0,0.251,0.322,0.413,0.735,5,L,J.Steele,7,4,4,0,2,10,3,1,4.61,127,81,1.0,0.0,0,0,33,0,0,0,0,0,0,1,B.Pfaadt
150,2023-09-16,True,ARI,CHC,1,53,47,7,12,1,1,0,7,4,0,7,0,2,0,1,1,1,1,0.251,0.322,0.412,0.734,12,R,K.Hendricks,12,6,3,3,7,9,0,1,4.59,208,136,3.0,3.0,2,1,49,1,0,2,0,0,1,2,Z.Davies
151,2023-09-17,True,ARI,CHC,1,41,33,6,9,3,0,1,6,5,0,11,1,1,1,1,0,1,0,0.251,0.322,0.413,0.735,11,L,J.Wicks,7,2,2,0,3,6,0,0,4.57,137,80,1.0,0.0,0,0,32,2,0,0,0,0,0,2,R.Nelson
152,2023-09-19,True,ARI,SFG,1,39,34,8,13,4,1,0,6,2,0,4,2,0,1,0,1,2,0,0.252,0.323,0.413,0.736,7,R,A.Cobb,6,4,4,0,5,10,1,0,4.57,138,86,0.0,0.0,0,0,28,0,1,0,0,2,0,3,Z.Gallen
153,2023-09-20,True,ARI,SFG,1,39,36,7,14,2,0,2,7,3,0,7,0,0,0,0,2,3,0,0.253,0.324,0.415,0.739,8,R,L.Webb,3,1,1,0,4,8,1,0,4.54,128,81,2.0,0.0,0,0,30,1,0,0,0,0,0,0,M.Kelly
154,2023-09-22,False,ARI,NYY,0,33,32,1,5,0,0,1,1,0,0,6,1,0,0,1,1,0,0,0.253,0.323,0.414,0.737,5,R,L.Weaver,12,7,6,1,1,10,3,0,4.55,130,86,2.0,0.0,0,0,36,5,0,0,0,0,0,0,B.Pfaadt
155,2023-09-24,False,ARI,NYY,1,38,32,7,8,2,0,0,7,3,0,6,0,0,3,1,0,0,1,0.253,0.323,0.413,0.736,4,L,C.Rodón,6,1,1,0,6,12,0,0,4.53,164,101,0.0,0.0,0,0,33,3,1,0,0,0,0,0,Z.Gallen
156,2023-09-25,False,ARI,NYY,0,41,35,4,8,2,0,0,4,4,0,10,2,0,0,0,0,2,0,0.252,0.323,0.412,0.735,10,R,C.Schmidt,9,6,6,0,5,7,2,0,4.54,157,98,2.0,1.0,1,0,31,2,0,0,0,1,1,1,M.Kelly
157,2023-09-26,False,ARI,CHW,1,47,38,15,12,0,2,3,14,7,0,4,0,0,2,0,1,1,0,0.253,0.324,0.414,0.738,5,R,J.Ureña,9,4,4,0,3,7,1,0,4.54,153,100,2.0,0.0,0,0,36,1,0,0,0,0,0,0,Z.Davies
158,2023-09-27,False,ARI,CHW,1,32,27,3,4,1,0,0,3,4,0,5,0,1,0,0,3,0,0,0.252,0.323,0.413,0.736,2,R,L.Patiño,8,0,0,0,0,14,0,0,4.51,145,106,2.0,0.0,0,0,36,3,0,0,0,0,0,0,B.Pfaadt
159,2023-09-28,False,ARI,CHW,0,34,29,1,3,0,1,0,1,4,0,8,0,0,1,0,0,2,0,0.251,0.323,0.412,0.734,6,R,T.Toussaint,3,3,3,0,1,8,2,0,4.51,112,70,0.0,0.0,0,0,27,0,0,0,0,0,0,0,B.Jarvis
160,2023-09-29,True,ARI,HOU,0,35,31,1,4,2,0,0,1,4,0,4,0,0,0,1,1,4,0,0.251,0.322,0.41,0.732,7,R,J.Urquidy,8,2,2,0,1,10,0,0,4.49,127,78,2.0,0.0,1,0,33,2,0,0,0,0,0,0,Z.Gallen
161,2023-09-30,True,ARI,HOU,0,37,29,0,5,0,0,0,0,6,0,8,1,1,0,0,1,1,1,0.25,0.322,0.409,0.731,10,R,J.Verlander,6,1,1,0,2,8,0,0,4.47,122,83,1.0,0.0,1,0,31,2,0,0,0,0,0,2,M.Kelly
162,2023-10-01,True,ARI,HOU,0,35,32,1,6,2,0,0,1,3,0,6,0,0,0,0,1,0,0,0.25,0.322,0.408,0.73,7,R,C.Javier,9,8,6,2,3,9,2,0,4.48,159,103,1.0,1.0,0,0,36,1,2,0,0,1,0,0,K.Nelson
1,2023-03-30,False,ATL,WSN,1,46,40,7,12,2,0,0,5,6,0,7,0,0,0,1,1,2,0,0.3,0.391,0.35,0.741,12,L,P.Corbin,8,2,2,0,4,5,0,0,2.0,143,91,3.0,1.0,0,0,33,1,0,0,0,1,0,1,M.Fried
2,2023-04-01,False,ATL,WSN,1,37,35,7,11,0,0,4,6,2,0,8,0,0,0,0,3,0,0,0.307,0.373,0.493,0.867,3,R,J.Gray,5,1,1,0,3,11,1,0,1.5,125,87,0.0,0.0,0,0,30,1,0,0,0,0,0,2,S.Strider
3,2023-04-02,False,ATL,WSN,0,33,28,1,4,1,0,0,1,5,0,6,0,0,0,0,3,0,0,0.262,0.345,0.408,0.753,5,L,M.Gore,6,4,4,0,5,4,0,0,2.42,127,75,1.0,0.0,0,1,27,1,0,0,0,1,0,1,J.Shuster
4,2023-04-03,False,ATL,STL,1,40,35,8,10,3,0,3,8,5,0,9,0,0,0,0,1,0,1,0.268,0.353,0.464,0.816,5,R,J.Woodford,12,4,4,0,3,6,1,0,2.83,151,96,1.0,0.0,0,0,39,0,0,0,0,0,0,0,C.Morton
5,2023-04-04,False,ATL,STL,1,38,37,4,12,1,0,2,4,1,0,12,0,0,0,0,1,1,0,0.28,0.351,0.474,0.825,7,L,S.Matz,10,1,1,0,1,6,0,0,2.45,134,90,2.0,0.0,0,0,34,1,0,0,0,0,0,1,D.Dodd
6,2023-04-05,False,ATL,STL,1,38,36,5,10,3,0,1,5,1,0,8,0,0,1,0,0,1,0,0.28,0.341,0.469,0.81,6,R,M.Mikolas,6,2,2,0,4,7,1,1,2.38,142,88,2.0,0.0,0,0,30,3,0,0,0,0,0,1,B.Elder
7,2023-04-06,True,ATL,SDP,1,45,37,7,13,5,0,1,7,7,0,7,0,0,1,0,1,1,0,0.29,0.357,0.484,0.841,12,L,B.Snell,7,6,6,0,7,12,2,0,2.9,183,113,0.0,0.0,0,0,33,1,0,0,0,0,0,1,S.Strider
8,2023-04-07,True,ATL,SDP,0,41,33,4,6,0,0,1,3,8,0,9,0,0,0,1,1,2,0,0.278,0.355,0.459,0.814,10,R,N.Martinez,7,5,5,0,6,11,0,0,3.17,165,100,2.0,1.0,3,0,32,2,0,0,1,1,0,0,J.Shuster
9,2023-04-08,True,ATL,SDP,0,35,32,1,5,2,0,0,1,3,0,15,0,0,0,0,0,0,0,0.265,0.343,0.435,0.777,7,R,M.Wacha,8,4,3,1,5,11,1,1,3.15,172,109,2.0,1.0,1,0,35,2,0,1,0,0,0,1,C.Morton
10,2023-04-09,True,ATL,SDP,0,39,33,2,8,0,0,0,2,5,0,9,1,0,0,0,2,1,0,0.263,0.344,0.416,0.761,10,R,S.Lugo,13,10,10,0,3,8,3,1,3.84,163,107,1.0,1.0,0,0,38,4,0,0,0,0,0,1,D.Dodd
11,2023-04-10,True,ATL,CIN,1,40,35,5,10,2,0,1,4,5,0,13,0,0,0,0,2,0,0,0.265,0.347,0.417,0.765,9,R,G.Ashcraft,12,4,3,1,1,9,0,0,3.73,165,114,1.0,0.0,0,0,38,2,1,0,1,0,0,3,B.Elder
12,2023-04-11,True,ATL,CIN,1,40,34,7,11,2,0,2,7,6,0,6,0,0,0,0,1,0,0,0.27,0.354,0.429,0.783,9,R,L.Cessa,8,6,6,0,5,10,1,2,3.92,166,108,1.0,0.0,3,0,35,2,0,0,0,0,0,0,K.Wright
13,2023-04-12,True,ATL,CIN,1,35,32,5,9,4,0,1,5,2,0,14,1,0,0,0,0,2,1,0.271,0.353,0.434,0.787,6,R,H.Greene,6,4,4,0,4,14,0,0,3.92,163,113,0.0,0.0,0,0,33,0,0,0,0,0,0,0,S.Strider
14,2023-04-14,False,ATL,KCR,1,41,38,10,11,3,0,5,10,3,0,13,0,0,0,0,0,0,0,0.272,0.352,0.46,0.812,4,R,B.Singer,7,3,2,1,2,9,0,1,3.79,133,89,0.0,0.0,0,0,33,2,1,0,0,1,2,1,C.Morton
15,2023-04-15,False,ATL,KCR,1,46,40,9,14,2,0,1,9,4,0,5,2,0,0,0,1,0,0,0.278,0.359,0.461,0.82,10,L,K.Bubic,11,3,3,0,2,9,0,0,3.73,145,95,1.0,1.0,1,0,38,6,0,0,0,0,0,0,B.Elder
16,2023-04-16,False,ATL,KCR,1,36,33,5,7,2,1,1,5,2,0,12,0,0,1,1,0,1,0,0.274,0.352,0.459,0.811,4,R,Z.Greinke,7,4,4,0,3,10,1,0,3.75,136,94,2.0,1.0,0,0,33,0,0,0,1,0,0,1,K.Wright
17,2023-04-17,False,ATL,SDP,1,37,32,2,7,2,0,1,2,4,0,8,1,0,0,0,1,0,1,0.271,0.351,0.454,0.805,8,L,R.Weathers,6,0,0,0,1,9,0,0,3.53,128,91,0.0,0.0,1,0,32,1,0,0,0,0,0,1,M.Fried
18,2023-04-18,False,ATL,SDP,1,40,34,8,8,1,0,3,8,5,0,7,1,0,0,0,1,0,0,0.269,0.351,0.458,0.809,5,L,B.Snell,4,1,1,0,3,13,0,2,3.39,147,95,0.0,0.0,0,0,30,2,0,0,0,0,0,1,S.Strider
19,2023-04-19,False,ATL,SDP,0,33,30,0,4,0,0,0,0,3,0,9,0,0,0,0,0,2,0,0.263,0.345,0.443,0.788,6,R,N.Martinez,6,1,1,0,3,8,1,0,3.28,113,78,0.0,0.0,0,1,28,1,0,0,0,0,0,1,C.Morton
20,2023-04-21,True,ATL,HOU,0,38,33,4,7,4,0,0,4,4,0,12,1,0,0,0,1,0,0,0.261,0.343,0.438,0.781,7,R,H.Brown,11,6,5,1,3,8,1,1,3.37,162,100,1.0,0.0,1,1,36,3,0,0,0,0,1,2,B.Elder
21,2023-04-22,True,ATL,HOU,0,35,35,3,8,0,0,2,3,0,0,12,0,0,0,0,0,3,0,0.259,0.338,0.436,0.775,5,L,F.Valdez,11,6,4,2,1,7,2,0,3.4,144,94,1.0,0.0,1,0,40,0,0,0,0,0,3,1,K.Wright
22,2023-04-23,True,ATL,HOU,0,33,29,2,3,2,0,1,1,3,0,13,1,0,0,0,1,1,0,0.253,0.333,0.43,0.763,4,R,C.Javier,9,5,5,0,5,11,0,1,3.47,172,111,7.0,4.0,1,1,33,1,0,0,0,0,0,2,M.Fried
23,2023-04-24,True,ATL,MIA,1,43,37,11,12,1,1,5,11,6,0,9,0,0,0,0,0,1,0,0.256,0.337,0.448,0.785,8,R,E.Cabrera,2,0,0,0,0,14,0,0,3.32,115,92,0.0,0.0,0,0,31,0,0,0,0,0,2,0,S.Strider
24,2023-04-25,True,ATL,MIA,1,36,33,7,10,2,0,3,7,3,0,7,0,0,0,0,1,1,0,0.258,0.338,0.456,0.794,5,R,B.Hoeing,10,4,4,0,2,11,2,0,3.35,161,102,2.0,1.0,1,0,35,1,0,0,1,0,0,1,C.Morton
25,2023-04-26,True,ATL,MIA,1,38,33,6,9,1,1,2,5,5,2,8,0,0,0,0,0,0,0,0.259,0.34,0.459,0.799,8,R,S.Alcántara,5,4,4,0,4,7,3,0,3.38,145,94,3.0,1.0,0,0,32,1,0,0,0,0,0,0,B.Elder
26,2023-04-27,True,ATL,MIA,0,36,32,4,5,0,0,0,4,3,0,10,1,0,0,0,0,1,0,0.255,0.336,0.448,0.784,5,L,B.Garrett,11,5,5,0,2,14,0,0,3.44,145,103,2.0,2.0,2,0,37,2,0,0,0,0,0,1,K.Wright
27,2023-04-28,False,ATL,NYM,1,21,20,4,5,1,0,1,4,1,0,6,0,0,0,0,0,0,0,0.255,0.335,0.448,0.783,2,L,D.Peterson,3,0,0,0,1,7,0,0,3.37,86,50,,,1,0,18,0,0,0,0,0,0,0,M.Fried
28,2023-05-01,False,ATL,NYM,1,39,36,9,9,1,0,4,9,3,0,6,0,0,0,0,0,0,0,0.255,0.334,0.454,0.789,3,R,D.Reyes,9,8,8,0,4,11,3,3,3.53,186,127,3.0,0.0,2,0,35,0,1,0,1,0,0,0,S.Strider
29,2023-05-01,False,ATL,NYM,0,36,31,3,6,3,0,0,3,4,0,10,1,0,0,0,2,0,0,0.253,0.333,0.449,0.782,6,R,T.Megill,9,5,5,0,3,9,1,0,3.6,137,92,2.0,2.0,1,0,33,3,0,0,0,0,1,1,C.Morton
30,2023-05-02,False,ATL,MIA,1,44,32,6,9,3,0,1,5,9,0,10,2,0,1,0,2,2,0,0.254,0.338,0.45,0.788,11,R,S.Alcántara,4,0,0,0,2,9,0,0,3.48,136,89,0.0,0.0,0,0,30,1,0,0,0,0,1,1,B.Elder
